"","site","temp","wind","humidity"
"1","beaufo",-12.5393248175182,21.0469890510949,829.406934306569
"2","cacana",-14.5864051094891,20.6593065693431,834.916058394161
"3","cafram",-13.2739051094891,216.817518248175,850.373175182482
"4","esiber",-14.2680656934307,20.991697080292,833.86496350365
